,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
gas_OCGT_gen [MWh],32728784.4,32137329.3,33037129.8,32190345.3,23541035.7,42704964.3,32458107.3,43427284.2,32030325.0,32792294.7,32381103.3,35130666.6,34892505.0,42713758.2,42665865.3,35837971.8,23094667.2,5910544.8,7617074.4,9441917.1,6465742.2,12078796.2,3606474.3,7919346.9,5996553.0,10648571.7,4971924.3,9959708.4,7409217.6,7576838.1,13120525.2,11123396.7,23299464.6,9491901.9,5190701.1,7068257.7,8665606.2,23583208.2,42722515.8,10027046.1,6895115.4,34874786.7,8429134.5,9565391.1,8641352.1,8131983.6,11027886.0,24053038.8,7211758.8,12381830.4,7534172.1,34982886.6,5990983.8,11365780.5,8444944.8,7166001.6,24280801.2,35454590.1,5967500.4,33012764.1,3825420.9,31995066.3,9905960.7,3194090.1,7764677.1,8226028.8,8141702.7,32147769.0,32702674.2,9803233.2,6648018.3,5690113.5,4282456.8,7616421.3,4669596.6,7098717.6,11547536.4,42677167.2,12479039.7,13553862.6,9908368.8,9021742.5,10065564.9,7656771.6,5050602.9,6366834.9,10063779.0,6722152.8,11083636.2,11707867.8
gas_CCGT_gen [MWh],168574628.4,169411335.9,168138375.0,169336453.5,181571801.7,154462287.0,168957414.0,153440399.4,169562829.6,168484762.8,169066877.4,165177042.0,165513706.2,154449753.3,154517822.4,164176568.4,182203256.7,563082.6,10498908.9,7137431.1,15489031.2,15034640.4,519376.8,14309317.2,1730126.7,15420468.9,415359.3,6967314.9,15400106.7,1755312.3,2404404.3,1501764.6,181913721.3,10003459.8,631193.1,14230555.5,591788.7,181512214.8,154437220.2,9710912.1,560692.2,165538615.2,595842.6,15165841.5,10268830.5,14349097.5,604954.8,180847750.2,1783190.7,15261051.3,15383153.4,165386054.1,424443.0,15317263.8,7267016.4,13445971.8,180525653.4,164718799.2,15579847.5,168173202.0,381118.5,169612700.4,1974626.7,381704.7,586155.9,7004043.0,14420958.6,169397061.6,168608345.1,601188.3,1659964.2,405740.4,395977.5,1764103.2,1521493.5,583625.7,15379230.0,154501576.8,2166148.2,2572430.1,6964827.0,7323862.8,9765971.7,14278729.5,532053.0,15274728.6,9763507.5,15396525.6,605027.1,1929528.6
coal_gen [MWh],156.9,149.7,162.6,119.4,183.9,101.7,185.7,116.1,132.6,160.5,83.1,113.4,159.3,112.8,72.9,103.5,179.4,2068.2,1083.0,1227.9,552.0,1072.5,179.7,2136.6,1942.5,1572.0,2035.8,2015.4,1460.1,227.7,2326.2,186.9,141.0,1519.5,225.9,2100.9,2140.8,163.8,140.1,1407.6,1882.5,201.3,2282.4,2215.5,963.9,2173.5,210.0,131.4,217.2,1914.9,2080.8,120.0,2356.5,2113.5,181.8,2096.4,117.3,119.7,1295.7,108.0,194.4,133.5,260.1,173.7,1274.1,1249.8,1400.1,73.2,669.3,219.9,179.4,236.7,1825.2,221.7,322.2,619.8,2238.9,98.1,2190.0,1983.0,1266.6,1620.6,981.9,2097.9,165.6,2142.6,1134.3,1160.4,233.1,727.5
nuclear_gen [MWh],1157.7,828.3,956.7,968.4,788.4,553.2,807.0,495.3,757.2,535.2,606.6,518.1,779.4,677.4,336.6,557.4,969.0,21116963.7,61256.4,26339.7,18675.9,11447.1,21331089.0,50165.7,22095497.7,15048.3,42030641.1,39451.2,53963.7,22462181.7,22118328.9,21936149.4,852.6,123245.7,21672188.1,51281.4,21630124.2,840.9,789.0,119561.4,21062609.4,669.3,21013222.2,48726.9,67414.5,83811.0,21516584.1,797.7,22848510.0,23111.4,70513.8,525.0,45055810.8,24982.2,3580.8,27513.3,669.3,728.4,40961.7,656.4,37403028.3,661.5,22163753.4,30761858.4,21028989.6,30425.4,23248.2,369.6,3720.9,21487107.9,23249616.3,44405384.4,39866806.5,22499696.7,21685513.5,21600353.4,35738.7,606.0,22057087.2,22122542.4,27414.3,28927.5,83844.6,40164.9,21219886.2,80597.1,91206.3,36469.5,21516851.4,21961017.6
gas_CHP_CC_gen [MWh],-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3283.2,351179028.6,349291830.6,356432306.1,362077035.0,320.4,346021378.5,4451.7,356276915.1,4682.7,350105504.4,358722861.6,517.2,4699.2,351.6,-0.0,356640976.8,653.4,343103447.7,4027.2,-0.0,-0.0,358604071.2,2870.7,-0.0,4246.8,351949638.6,353254043.4,346534672.8,589.8,-0.0,494.7,362301471.6,358888294.8,-0.0,5975.7,358741788.9,346230801.9,340753726.2,-0.0,-0.0,350298420.0,-0.0,423.3,-0.0,560.1,459.3,1942.2,343223320.5,346541769.0,-0.0,-0.0,425.4,297.6,546.9,4474.8,481.8,563.1,1737.9,360730239.0,-0.0,4404.9,3669.6,350047459.8,348515624.1,358818113.7,345200834.4,279.3,353482390.5,358812638.1,357164593.8,647.7,1379.1
gas_CHP_gen [MWh],-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,43213883.4,59687531.1,49434546.9,61856999.1,52809369.0,38041032.6,60940886.4,57457557.6,51325117.8,57574771.2,49821300.6,62374931.7,59263088.7,48921329.4,42832534.8,-0.0,62141969.1,66557354.7,60317487.0,68451497.1,-0.0,-0.0,62531056.2,44686294.2,-0.0,44932429.8,50934285.3,61136635.2,61020645.9,68172048.0,-0.0,59178078.6,52777312.2,62507650.2,-0.0,57383981.4,51632668.5,47976075.3,58328727.3,-0.0,-0.0,59626638.0,-0.0,54367238.1,-0.0,39662172.9,51258656.1,44908125.3,46652140.2,60950463.9,-0.0,-0.0,68413770.6,58566296.7,57576953.7,56683557.3,59222415.9,55261221.6,67514965.5,52281995.4,-0.0,46900863.3,49789885.8,49770967.8,48761979.0,62529841.8,60768768.0,40903101.3,61440208.5,62529713.1,62330600.7,68169105.9,45265341.0
biomass_CHP_CC_gen [MWh],-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,26549.4,-0.0,-0.0,-0.0,-0.0,2307.3,-0.0,156056.1,-0.0,31554.6,-0.0,-0.0,89769.3,3531614.4,741578.1,-0.0,-0.0,7848768.0,-0.0,9551085.9,-0.0,-0.0,-0.0,23904.6,-0.0,28729.8,-0.0,-0.0,-0.0,10359432.9,-0.0,101824.8,-0.0,-0.0,-0.0,37476.9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3228.9,-0.0,33159.6,2732.7,16771.2,-0.0,-0.0,-0.0,-0.0,10019721.0,145058.7,4092.3,24611.1,87631.5,137854.8,8803486.5,-0.0,-0.0,2542135.8,4022038.5,-0.0,-0.0,-0.0,-0.0,2099.4,-0.0,-0.0,-0.0,10375789.5,1653268.5
biomass_CHP_gen [MWh],-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,139883175.0,-0.0,-0.0,-0.0,-0.0,140134763.1,-0.0,139775976.9,-0.0,139210529.4,-0.0,-0.0,139712975.7,135301374.3,138413177.1,-0.0,-0.0,130485900.9,-0.0,128587301.7,-0.0,-0.0,-0.0,139794485.7,-0.0,139716567.6,-0.0,-0.0,-0.0,127685541.6,-0.0,139723099.2,-0.0,-0.0,-0.0,139200769.5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,139387436.4,-0.0,139203389.7,139511433.0,139756680.0,-0.0,-0.0,-0.0,-0.0,128064451.8,139730822.4,139235930.4,139268288.4,139715655.3,139919624.4,129421052.4,-0.0,-0.0,136405148.7,134754392.1,-0.0,-0.0,-0.0,-0.0,140018898.6,-0.0,-0.0,-0.0,127667299.2,137396355.0
onwind_gen [MWh],421450443.6,346195905.6,459334611.0,410682840.0,480086929.5,477520797.9,380955997.2,498201877.2,364879557.3,399769514.7,394239842.1,421840890.3,370098875.7,426207765.9,459987303.3,340447493.1,456891593.4,2480978909.4,1179878721.6,963016648.8,962331604.5,1172505671.1,2565887598.0,1111295775.3,2781722700.9,1239296362.5,2411492112.0,951754965.0,938129724.3,2741093695.2,2870073493.8,2919642718.5,440440016.4,1097833536.6,2537373071.1,1146531696.3,2460183390.6,424504011.3,411195063.6,1081061174.7,2456130807.3,384798599.7,2448359509.8,1274903979.6,1133854956.3,1102157975.4,2449849148.4,412891059.0,2745783546.6,1165497709.8,936024497.1,399791668.5,2406417064.8,1205464866.9,1005157921.2,1179843112.5,405906309.9,348924449.4,1012003959.9,480594069.3,2449230600.3,352901406.3,2973547349.4,2505937415.4,2449759904.7,1039445693.1,1101116881.2,346738142.1,441332824.8,2451596592.3,2758663810.8,2410265420.1,2417405305.5,2742191623.2,2843851291.5,2484640781.4,1191427000.8,439839687.0,2871088995.6,2867709638.4,952412763.9,980832548.7,1080179593.5,1122929182.8,2516225482.5,982142664.0,1080039008.7,952140458.1,2448744145.5,2886653214.6
offwind_gen [MWh],821482092.9,832528602.9,832609066.2,821052454.5,687777609.9,866894112.9,838572890.7,867316429.2,836024783.1,842428814.7,816784836.0,791721117.3,778704835.2,861279349.8,860913101.4,777335741.7,680964844.2,1333599284.1,1110361427.1,1019816913.9,1071010594.5,1133000589.9,1343747358.3,1094235627.0,1541644638.3,1137365051.1,1896619553.1,1021338734.7,1070308177.2,1518628906.2,1636520141.7,1632692771.4,674149990.5,1107079472.4,1518295257.6,1096371910.5,1528451459.1,671286787.8,860593647.9,1107250995.0,1326834020.1,785662317.3,1322855655.9,1138069296.6,1105375823.7,1093600539.9,1512940213.5,671442703.8,1518107955.0,1134338526.0,1071075861.0,792721326.0,1891561131.3,1136225148.6,1020220188.6,1104231394.5,669919764.9,777462346.2,1076505211.8,836571719.4,1908926179.2,834386512.5,1635842307.6,1927641524.1,1320542412.9,1027023363.6,1094110989.6,831734223.9,824317816.2,1519425533.4,1521132291.6,1881782310.9,1903644359.1,1517155001.7,1533386132.1,1527424407.9,1132860818.1,861851070.6,1633453714.2,1636823447.4,1021671760.8,1021301168.7,1107350964.3,1092749571.6,1334922712.2,1072957275.3,1107218538.9,1070826964.8,1513511123.7,1631844086.7
solar_gen [MWh],855791412.6,901903385.1,848756976.0,858936615.9,1022712616.8,809544867.9,909935331.3,823477918.5,899100072.3,923280854.4,866530254.9,981685845.9,961332255.3,808717331.4,803602237.2,968966095.5,1012132594.5,3408499873.8,1570158527.4,1810468284.6,1797323480.7,1524365302.8,3467923486.2,1611007595.7,2989882395.0,1521168750.0,2847781907.4,1809282279.6,1798132052.4,2996491722.6,2744648893.5,2771314691.1,1002759126.3,1558711377.0,3373980114.3,1614672773.1,3306184714.2,1001977046.1,812910714.3,1561915253.4,3415398358.8,962603520.0,3416160179.4,1536599152.8,1563578602.8,1612992313.5,3305307250.2,1003704329.1,2996182108.5,1523809108.8,1798169733.6,969795173.4,2846480066.4,1519790065.8,1816778731.5,1630992405.0,1004915514.3,966506500.5,1826575082.4,856363468.5,2856795537.3,898695563.1,2822626171.2,2899653921.0,3417545134.8,1829198079.0,1612498401.3,902056824.0,848658171.9,3305012106.0,2991484684.5,2850419671.5,2850655598.7,2996530605.3,3031227956.4,3313107727.5,1520719791.6,805601616.0,2758104007.8,2743221696.3,1809202815.0,1807733448.9,1561937114.4,1610284926.0,3416120482.2,1809437125.8,1561942864.2,1797297408.0,3305434142.7,2761497438.9
hydro_gen [MWh],515941763.1,513964308.0,516215569.5,515907066.6,511784929.5,512767630.5,513835007.4,513339230.1,514005879.0,513985158.9,515853588.3,511405533.0,511022973.0,512724825.6,512778562.2,511019264.1,511721115.0,510564966.0,516231442.5,511220625.0,511016857.2,512960182.8,511957436.7,513806780.4,513996123.6,513122060.7,515583960.9,510839021.1,510692324.7,514617574.5,513098956.2,513757657.2,511433583.6,515849590.2,511496220.6,513994737.6,509927666.7,511365747.6,512688396.6,515599997.1,510648560.7,511095048.9,510532622.7,513544773.6,516088632.9,514071143.4,511331683.2,511427976.6,514616525.7,512771399.1,510482673.3,511108419.0,515818182.6,512893242.0,511868293.2,514056284.4,511432844.1,510966870.0,511140001.8,516487820.7,516363809.7,513945119.4,513859469.4,516517478.1,511008731.1,511516257.3,513630912.0,513928941.6,515892614.1,511216872.0,514547053.2,516349873.5,515828421.0,514613699.7,514562985.9,511051136.4,513028924.2,512770657.5,513280964.7,513076466.4,510802271.7,511013206.2,515481774.9,513801443.4,511890701.4,510775562.4,515521407.3,510733670.1,511280404.5,513363941.4
tot_gen [MWh],2813.833,2792.484,2855.689,2806.005,2904.229,2861.334,2840.985,2896.209,2811.967,2876.949,2792.808,2903.978,2819.379,2803.759,2831.998,2795.723,2864.296,7943.972,4802.235,4719.48,4781.658,4783.927,8092.727,4758.156,8053.803,4843.682,7914.794,4709.735,4760.949,8001.171,7988.538,8052.816,2831.386,4715.0,8173.199,4794.926,8041.943,2811.668,2792.28,4704.001,7921.661,2842.416,7912.246,4889.79,4749.144,4751.495,8018.494,2801.837,8005.009,4778.351,4759.861,2871.468,7907.403,4810.534,4763.541,4847.453,2794.551,2801.95,4857.28,2888.2,7965.876,2797.893,8157.572,8074.151,7912.555,4811.725,4750.0,2792.357,2829.323,8025.343,8015.251,7905.231,7927.149,8000.879,8145.53,8070.955,4797.091,2814.846,7997.313,7986.404,4710.442,4734.17,4703.406,4766.254,7986.515,4811.639,4703.172,4772.371,8018.083,8012.156
cap_onwind [GW],178.219,129.618,185.521,175.972,182.804,155.018,133.964,158.02,131.451,137.424,173.752,140.359,130.989,149.441,153.366,126.529,181.087,982.146,500.874,395.778,348.957,422.083,996.233,415.937,1019.454,429.947,1084.597,396.1,347.692,1012.406,1009.401,1016.495,180.171,490.008,920.706,421.699,908.724,178.433,148.897,487.662,979.524,133.185,978.423,436.202,494.518,415.325,908.848,178.033,1013.275,421.527,347.456,135.111,1083.208,424.833,399.868,427.537,178.453,127.475,357.836,189.917,1089.345,129.787,1025.664,1099.843,979.095,403.848,415.162,129.646,182.298,907.89,1015.085,1083.631,1084.602,1013.044,1032.39,909.435,424.312,150.535,1009.491,1007.473,396.217,397.366,487.513,417.656,986.351,351.914,487.507,348.449,908.617,1012.294
cap_offwind [GW],214.93,204.171,214.131,215.286,171.931,197.694,201.798,193.904,204.221,198.639,214.783,189.417,193.834,200.366,198.766,195.116,173.403,339.436,291.518,266.442,265.063,261.368,337.691,266.071,367.188,260.495,471.523,266.691,265.234,365.695,368.376,365.856,174.526,294.651,363.937,265.477,368.645,175.262,200.37,294.992,338.693,193.152,337.751,258.893,292.828,266.241,367.575,175.574,365.513,261.546,265.221,192.311,470.632,261.229,266.156,265.405,175.329,194.926,263.29,212.767,474.181,204.754,362.704,473.487,337.798,264.616,266.17,204.096,214.293,368.719,365.884,470.586,472.616,365.339,363.975,368.224,260.975,200.089,367.213,368.706,266.686,266.147,295.0,265.636,340.03,264.159,295.0,265.151,367.595,366.465
cap_solar [GW],818.584,847.956,804.849,821.656,892.813,735.509,844.631,741.214,842.429,849.57,828.629,871.857,872.765,742.664,736.927,880.009,890.726,2992.165,1467.774,1599.643,1617.675,1394.737,3004.725,1510.816,2760.373,1382.042,2668.077,1599.906,1620.644,2770.438,2476.367,2491.47,889.765,1475.428,2941.488,1505.897,2929.538,891.459,746.502,1479.817,2999.612,869.659,3000.242,1382.329,1472.93,1512.214,2928.516,892.827,2770.047,1395.024,1621.466,868.845,2666.399,1388.687,1592.705,1506.16,893.51,877.932,1617.663,803.895,2664.518,844.808,2507.073,2673.44,3000.702,1596.977,1512.528,848.144,811.535,2928.017,2764.697,2666.336,2670.092,2770.509,2762.64,2930.544,1390.744,740.358,2489.014,2474.152,1599.8,1596.72,1479.977,1509.641,2987.272,1618.151,1479.977,1619.114,2928.824,2490.541
cap_hydro [GW],142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191
cap_gas_OCGT [GW],69.432,58.879,60.793,69.929,42.012,59.147,53.197,57.607,56.074,49.68,78.091,61.026,78.867,64.706,61.164,87.603,45.447,37.323,19.558,43.444,20.776,33.612,18.343,19.067,19.466,24.823,23.514,48.403,29.245,34.495,54.742,36.756,49.935,31.482,17.936,15.322,36.925,53.556,66.762,34.474,48.146,72.36,64.879,19.963,25.556,19.848,48.126,55.538,30.632,36.384,30.118,66.978,32.91,28.222,33.188,14.257,57.707,84.895,15.828,55.399,14.468,57.964,29.565,9.188,57.438,27.241,20.156,58.918,65.779,42.225,24.827,29.695,17.544,34.753,13.838,28.66,30.158,63.115,47.657,60.157,47.937,39.306,34.704,17.859,27.861,18.459,34.697,23.636,48.357,42.831
cap_gas_CCGT [GW],37.852,42.892,37.29,38.492,40.881,35.45,42.657,34.924,42.731,42.802,38.795,39.79,40.01,36.651,35.78,40.006,40.874,0.41,6.337,4.826,9.644,7.81,0.395,8.037,1.502,8.072,0.341,4.71,9.576,1.551,1.999,1.133,40.712,5.993,0.404,7.892,0.369,40.632,37.071,5.832,0.405,39.755,0.444,8.111,6.13,8.099,0.373,40.571,1.579,7.913,9.57,39.824,0.347,8.006,4.854,7.294,40.73,40.045,9.658,37.363,0.319,42.884,1.535,0.319,0.434,4.657,8.155,42.888,37.516,0.37,1.452,0.33,0.333,1.559,1.309,0.364,8.006,36.184,1.769,2.147,4.708,4.923,5.865,7.988,0.385,9.453,5.863,9.597,0.373,1.542
cap_coal [GW],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.001,0.001,0.001,0.0,0.001,0.0,0.0,0.001,0.0,0.001,0.001,0.0,0.0,0.001,0.001,0.0,0.001,0.001,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.0,0.002,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.001,0.001,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.0
cap_nuclear [GW],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.505,0.007,0.003,0.002,0.001,2.497,0.006,2.619,0.002,5.092,0.005,0.007,2.673,2.637,2.603,0.0,0.016,2.552,0.006,2.581,0.0,0.0,0.015,2.504,0.0,2.498,0.006,0.008,0.011,2.567,0.0,2.722,0.003,0.009,0.0,5.468,0.003,0.0,0.003,0.0,0.0,0.005,0.0,4.471,0.0,2.592,3.62,2.5,0.004,0.003,0.0,0.001,2.566,2.772,5.391,4.804,2.678,2.547,2.573,0.005,0.0,2.627,2.637,0.003,0.004,0.011,0.005,2.504,0.01,0.011,0.005,2.567,2.612
cap_gas_CHP_CC [GW],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,85.164,81.616,85.511,83.418,0.0,75.543,0.002,82.115,0.002,81.874,86.383,0.0,0.002,0.0,0.0,86.182,0.0,74.765,0.002,0.0,0.0,86.516,0.002,0.0,0.002,81.124,85.572,75.687,0.0,0.0,0.0,83.509,86.458,0.0,0.003,82.672,80.932,74.171,0.0,0.0,84.06,0.0,0.0,0.0,0.0,0.0,0.001,80.479,75.714,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.001,83.067,0.0,0.002,0.002,81.858,81.368,86.546,75.289,0.0,84.796,86.545,85.868,0.0,0.001
cap_gas_CHP [GW],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.42,67.526,59.886,70.308,63.508,59.972,69.804,78.451,62.361,90.416,60.457,70.849,82.326,75.194,65.804,0.0,69.916,93.059,69.177,95.444,0.0,0.0,70.14,75.191,0.0,75.083,62.257,69.161,69.966,95.787,0.0,82.108,63.379,71.063,0.0,89.278,62.448,57.904,67.226,0.0,0.0,66.2,0.0,85.095,0.0,60.666,78.742,75.4,56.535,69.863,0.0,0.0,95.721,80.914,90.069,89.331,82.269,75.621,94.995,63.218,0.0,72.27,76.543,60.408,58.74,70.155,69.541,66.311,69.05,70.155,71.07,95.795,69.597
cap_biomass_CHP_CC [GW],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.006,0.0,0.0,0.014,0.574,0.12,0.0,0.0,1.366,0.0,1.686,0.0,0.0,0.0,0.004,0.0,0.005,0.0,0.0,0.0,1.839,0.0,0.015,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.005,0.001,0.003,0.0,0.0,0.0,0.0,1.775,0.022,0.001,0.005,0.013,0.021,1.544,0.0,0.0,0.412,0.654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.842,0.268
cap_biomass_CHP [GW],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.677,0.0,0.0,0.0,0.0,39.886,0.0,36.45,0.0,38.77,0.0,0.0,36.35,36.727,37.572,0.0,0.0,36.828,0.0,36.096,0.0,0.0,0.0,39.63,0.0,39.543,0.0,0.0,0.0,35.885,0.0,36.364,0.0,0.0,0.0,38.818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.976,0.0,37.847,39.363,39.56,0.0,0.0,0.0,0.0,35.96,36.428,38.811,38.813,36.358,36.424,36.336,0.0,0.0,37.001,36.595,0.0,0.0,0.0,0.0,39.786,0.0,0.0,0.0,35.884,37.256
unintended_storage_cycling [%],0.02,1.871,0.016,0.014,0.023,0.022,0.043,0.038,0.075,0.073,0.989,0.036,0.048,0.024,0.017,6.031,0.03,0.243,0.085,0.14,0.062,0.083,0.016,0.352,0.346,0.054,0.912,13.883,0.737,0.463,0.18,0.005,0.041,0.343,0.02,0.259,0.257,0.046,16.41,1.63,0.28,0.035,0.407,0.077,0.095,0.975,0.742,0.052,0.066,0.27,5.15,0.037,8.503,0.062,0.019,0.172,18.678,0.079,0.099,0.008,0.046,0.187,0.005,0.025,0.272,0.142,0.369,23.152,0.065,0.058,0.041,0.198,0.44,1.021,0.058,0.11,0.067,0.031,0.074,0.309,1.055,0.152,21.183,0.358,0.024,0.143,9.75,0.111,14.206,0.015
sector,,,,,,,,,,,,,,,,,,T-H-I-B,T-H,T-H,T-H,T-H,T-H-I-B,T-H,T-H-I-B,T-H,T-H-I-B,T-H,T-H,T-H-I-B,T-H-I-B,T-H-I-B,,T-H,T-H-I-B,T-H,T-H-I-B,,,T-H,T-H-I-B,,T-H-I-B,T-H,T-H,T-H,T-H-I-B,,T-H-I-B,T-H,T-H,,T-H-I-B,T-H,T-H,T-H,,,T-H,,T-H-I-B,,T-H-I-B,T-H-I-B,T-H-I-B,T-H,T-H,,,T-H-I-B,T-H-I-B,T-H-I-B,T-H-I-B,T-H-I-B,T-H-I-B,T-H-I-B,T-H,,T-H-I-B,T-H-I-B,T-H,T-H,T-H,T-H,T-H-I-B,T-H,T-H,T-H,T-H-I-B,T-H-I-B
AL0 0 X Store,32.673,117.08,22.729,28.339,25.064,23.522,30.316,20.752,39.352,34.673,27.882,43.339,40.405,74.85,32.318,41.341,24.835,98.469,22.325,86.88,56.086,93.781,27.342,75.761,43.906,24.67,68.358,106.736,69.462,103.915,74.653,32.72,31.673,55.101,57.789,24.75,70.397,36.471,75.786,74.527,133.285,43.339,137.702,20.522,27.352,85.338,75.044,32.145,96.905,100.393,85.224,43.339,71.645,31.89,27.045,19.156,28.447,40.354,27.81,24.425,30.07,81.146,23.836,27.922,135.21,24.74,153.882,164.619,30.946,72.392,96.912,72.512,55.567,106.897,28.001,68.841,50.227,55.675,65.479,88.312,114.99,59.202,127.619,45.27,48.478,36.739,106.355,61.131,96.774,51.591
AT0 0 X Store,18.979,41.519,23.599,18.273,51.458,70.173,68.067,84.049,66.647,61.913,18.297,45.561,40.365,65.659,62.144,40.343,47.6,15.258,32.14,32.656,43.936,27.796,27.3,9.157,53.585,46.624,30.186,28.973,39.581,58.435,38.264,43.549,42.034,32.364,35.184,14.749,43.863,41.161,68.139,33.582,15.263,42.783,15.359,46.287,40.164,8.583,37.505,37.119,61.25,22.215,33.631,43.322,31.45,38.586,32.694,28.06,28.23,40.4,44.807,21.961,31.073,56.275,36.668,29.989,15.263,35.843,9.542,46.698,19.343,39.444,63.724,31.344,27.929,58.231,54.074,35.186,30.734,61.794,38.888,36.354,31.831,33.396,36.371,10.68,22.18,44.761,34.438,42.74,44.341,42.969
BA0 0 X Store,23.479,125.487,23.107,18.408,22.776,49.832,67.145,45.143,85.827,51.719,18.468,43.32,40.674,82.891,73.133,44.699,31.796,85.593,43.992,103.125,57.712,155.64,33.215,114.249,47.803,87.004,82.472,114.38,77.02,98.135,86.96,48.525,35.101,85.574,41.131,69.566,69.859,37.832,78.254,105.531,114.374,43.321,118.988,65.61,72.714,97.958,75.623,32.243,91.606,145.666,86.248,43.33,82.704,108.743,51.031,45.878,28.659,40.418,53.583,25.585,52.635,124.023,33.665,35.356,117.058,40.831,170.532,166.031,24.206,82.355,98.182,89.293,69.614,100.89,22.735,56.317,89.249,69.659,72.473,101.738,129.692,78.805,139.178,84.082,50.16,56.752,124.233,64.753,93.531,61.28
BE0 0 X Store,20.205,37.396,29.46,18.286,50.237,66.564,62.258,77.341,58.499,71.162,18.269,43.339,40.327,54.898,60.394,40.342,42.148,18.778,88.979,41.717,35.037,32.301,37.784,9.833,33.614,55.726,29.178,42.609,26.823,33.863,27.938,41.931,43.353,66.875,32.663,15.261,29.119,40.302,53.794,55.568,15.836,40.327,15.494,65.609,78.99,7.168,23.668,34.778,33.537,21.02,20.925,43.161,25.162,42.729,41.604,21.129,26.422,40.341,45.379,34.985,49.054,49.264,39.651,52.141,15.479,41.603,6.359,39.02,25.471,25.096,33.589,26.111,38.333,36.469,35.34,29.135,32.565,57.711,31.037,26.543,41.82,41.64,68.969,12.096,26.507,44.704,60.622,30.351,26.988,37.222
